ncessch,school_name,city,state,zip,school_level,total_students,frl_students,pupil_teacher_ratio,rcdts,summative_designation,title_i_status,isbe_enrollment,district_total_revenue,district_federal_revenue,state_child_poverty_est,state_child_pop
1705731,Lynne Thigpen Elem School,Joliet,IL ,60436,Elementary,620,582,15.37,56-099-0860-05-2025,Commendable,Title 1 Schoolwide,581,,,267982,2037081
1703691,Lynn G Haskin Elementary School,Sandwich,IL ,60548,Elementary,226,104,13.24,16-019-4300-26-2003,Commendable,Title 1 Schoolwide,275,,,267982,2037081
1700934,Lyon Elem School,Chicago,IL ,60634,Elementary,988,762,14.53,15-016-2990-25-2323,Commendable,Title 1 Schoolwide,985,,,267982,2037081
1702001,Lyon Elem School,Glenview,IL ,60025,Elementary,454,97,13.31,05-016-0340-04-2004,Commendable,Title 1 Ineligible Due to Ranking,400,,,267982,2037081
1704135,Lyon Magnet Elementary School,Waukegan,IL ,60085,Elementary,430,331,14.33,34-049-0600-26-2014,Commendable,Title 1 Schoolwide,426,,,267982,2037081
1702601,Lyons Twp High Sch,La Grange,IL ,60525,High,3706,,13.89,06-016-2040-17-0001,Commendable,Title 1 Targeted,3645,,,267982,2037081
1700151,Mabel O Donnell Elem School,Aurora,IL ,60505,Elementary,360,229,13.57,31-045-1310-22-2014,Targeted,Title 1 Schoolwide,353,,,267982,2037081
1702408,Mable Woolsey Elem School,Knoxville,IL ,61448,Elementary,383,160,16.65,33-048-2020-26-2002,Commendable,Title 1 Schoolwide,384,,,267982,2037081
1702609,MacArthur Early Childhood Center,Macomb,IL ,61455,Prekindergarten,127,,21.17,26-062-1850-26-3001,,Title 1 Eligible but Not Served,127,,,267982,2037081
1706888,MacArthur/ECHO Elem,South Holland,IL ,60473,Not Reported,,,,,,,,,,267982,2037081
1701411,MacArthur High School,Decatur,IL ,62522,High,1059,773,19.98,39-055-0610-25-0038,Commendable,Title 1 Eligible but Not Served,1012,,,267982,2037081
1703649,MacArthur Intrntl Spanish Acad,Hoffman Estates,IL ,60169,Elementary,435,,11.76,,,,,,,267982,2037081
1700279,MacArthur Middle School,Berkeley,IL ,60163,Middle,357,271,12.31,06-016-0870-02-1005,Targeted,Title 1 Schoolwide,336,,,267982,2037081
1703405,MacArthur Middle School,Prospect Heights,IL ,60070,Middle,483,202,13.61,05-016-0230-02-1002,Commendable,Title 1 Schoolwide,478,,,267982,2037081
1706216,MacArthur MS-D/HH MS Program,Prospect Heights,IL ,60070,Not Reported,,,,,,,,,,267982,2037081
1705530,Machesney Elem School,Machesney Park,IL ,61115,Elementary,361,230,12.8,04-101-1220-22-2013,Commendable,Title 1 Schoolwide,357,,,267982,2037081
1705733,Mackeben Elementary School,Algonquin,IL ,60102,Elementary,522,119,14.5,44-063-1580-22-2006,Exemplary,Title 1 Ineligible Due to Ranking,481,,,267982,2037081
1701701,Macomb Middle School,Macomb,IL ,61455,Middle,479,243,12.77,26-062-1850-26-1001,Commendable,Title 1 Schoolwide,454,,,267982,2037081
1702611,Macomb Senior High School,Macomb,IL ,61455,High,660,333,16.97,26-062-1850-26-0001,Commendable,Title 1 Eligible but Not Served,607,,,267982,2037081
1706960,Macon/Piatt ROE 39 ALOP,Decatur,IL ,62526,Other,0,,,,,,,,,267982,2037081
1703788,Maddock Elementary School,Burbank,IL ,60459,Elementary,356,253,11.34,07-016-1110-02-2006,Commendable,Title 1 Schoolwide,359,,,267982,2037081
1704915,Madero Middle School,Chicago,IL ,60623,Middle,231,166,9.94,15-016-2990-25-2838,Commendable,Title 1 Schoolwide,231,,,267982,2037081
1704841,Mades-Johnstone Center,St Charles,IL ,60174,Not Reported,,,,,,,,,,267982,2037081
1706185,Mades-Johnstone RSSP,St Charles,IL ,60174,High,0,,,,,,,,,267982,2037081
1706625,Madison Co Detention Center,Edwardsville,IL ,62025,High,0,,,,,,,,,267982,2037081
1700107,Madison Elementary School,Lombard,IL ,60148,Elementary,477,224,11.41,19-022-0440-02-2013,Commendable,Title 1 Schoolwide,458,,,267982,2037081
1700935,Madison Elem School,Chicago,IL ,60619,Elementary,224,218,11.2,15-016-2990-25-2324,Commendable,Title 1 Schoolwide,223,,,267982,2037081
1702216,Madison Elem School,Hinsdale,IL ,60521,Elementary,367,,11.79,19-022-1810-04-2003,Exemplary,Title 1 Ineligible Due to Ranking,361,,,267982,2037081
1703761,Madison Elem School,Skokie,IL ,60077,Elementary,609,363,11.58,05-016-0690-02-2004,Commendable,Title 1 Schoolwide,610,,,267982,2037081
1704217,Madison Elem School,Wheaton,IL ,60189,Elementary,360,89,11.54,19-022-2000-26-2009,Commendable,Title 1 Ineligible Due to Ranking,378,,,267982,2037081
1706234,Madison Jr High School,Madison,IL ,62060,Middle,124,121,12.4,41-057-0120-26-1003,Commendable,Title 1 Schoolwide,116,,,267982,2037081
1702935,Madison Jr High School,Naperville,IL ,60565,Middle,566,93,12.87,19-022-2030-26-1012,Commendable,Title 1 Ineligible Due to Ranking,563,,,267982,2037081
1701483,Madison School,Dixon,IL ,61021,Elementary,323,181,14.68,47-052-1700-22-2003,Commendable,Title 1 Schoolwide,320,,,267982,2037081
1703782,Madison School,South Holland,IL ,60473,Elementary,277,276,14.58,07-016-1510-02-2004,Commendable,Title 1 Schoolwide,263,,,267982,2037081
1702622,Madison Senior High School,Madison,IL ,62060,High,152,151,8.44,41-057-0120-26-0001,Commendable,Title 1 Schoolwide,132,,,267982,2037081
1705633,Madison Student Support Center,Madison,IL ,62060,High,0,,0,,,,,,,267982,2037081
1704254,Mae Jemison School,Hazel Crest,IL ,60429,Elementary,368,349,19.68,07-016-1440-02-2010,Comprehensive,Title 1 Schoolwide,328,,,267982,2037081
1702624,Maercker Elem School,Westmont,IL ,60559,Elementary,456,228,13.53,19-022-0600-02-2002,Commendable,Title 1 Eligible but Not Served,448,,,267982,2037081
1705995,Magee Middle School,Round Lake,IL ,60073,Middle,642,573,10.19,34-049-1160-26-1004,Targeted,Title 1 Schoolwide,634,,,267982,2037081
1702627,Mahomet-Seymour High School,Mahomet,IL ,61853,High,1050,241,16.54,09-010-0030-26-0001,Exemplary,Title 1 Targeted,1041,,,267982,2037081
1702628,Mahomet-Seymour Jr High School,Mahomet,IL ,61853,Middle,812,189,15.18,09-010-0030-26-1002,Exemplary,Title 1 Targeted,802,,,267982,2037081
1705030,Maine East High School,Park Ridge,IL ,60068,High,1921,,14.14,05-016-2070-17-0001,Commendable,Title 1 Schoolwide,1912,,,267982,2037081
1705031,Maine South High School,Park Ridge,IL ,60068,High,2494,,16.56,05-016-2070-17-0003,Commendable,Title 1 Ineligible Due to Ranking,2462,,,267982,2037081
1705032,Maine West High School,Des Plaines,IL ,60018,High,1857,,15.08,05-016-2070-17-0004,Commendable,Title 1 Schoolwide,1800,,,267982,2037081
1703738,Main Street Elementary School,Shelbyville,IL ,62565,Elementary,370,213,14.48,11-087-0040-26-2003,Commendable,Title 1 Schoolwide,369,,,267982,2037081
1702635,Malden Grade School,Malden,IL ,61337,Elementary,79,43,9.88,28-006-0840-04-2001,Commendable,Title 1 Targeted,91,,,267982,2037081
1704019,Malta Elementary School,Malta,IL ,60150,Elementary,293,193,14.8,16-019-4280-26-2012,Comprehensive,Title 1 Schoolwide,289,,,267982,2037081
1703012,Manchester Elem School,Poplar Grove,IL ,61065,Elementary,136,58,13.26,04-004-2000-26-2002,Commendable,Title 1 Schoolwide,135,,,267982,2037081
1706939,Manhattan Intermediate School,Manhattan,IL ,60442,Elementary,417,61,15.44,56-099-1140-02-2003,Exemplary,Title 1 Targeted,415,,,267982,2037081
1701557,Manhattan Jr High School,Manhattan,IL ,60442,Middle,615,104,13.91,56-099-1140-02-1001,Commendable,Title 1 Targeted,608,,,267982,2037081
1700936,Manierre Elem School,Chicago,IL ,60610,Elementary,269,259,9.96,15-016-2990-25-2326,Intensive,Title 1 Schoolwide,265,,,267982,2037081
1701125,Manley Career Academy High School,Chicago,IL ,60612,High,193,164,13.54,15-016-2990-25-0616,Intensive,Title 1 Schoolwide,124,,,267982,2037081
1700937,Mann Elem School,Chicago,IL ,60617,Elementary,283,259,12.86,15-016-2990-25-2328,Commendable,Title 1 Schoolwide,280,,,267982,2037081
1706324,Mannheim Early Childhood Ctr,NorthLake,IL ,60164,Prekindergarten,157,,15.7,,,,,,,267982,2037081
1702642,Mannheim Middle School,Melrose Park,IL ,60164,Middle,768,502,10.31,06-016-0830-02-1003,Commendable,Title 1 Schoolwide,758,,,267982,2037081
1702583,Manor Hill Elem School,Lombard,IL ,60148,Elementary,285,95,10.92,19-022-0440-02-2009,Commendable,Title 1 Targeted,307,,,267982,2037081
1702646,Manteno Elem School,Manteno,IL ,60950,Elementary,694,238,13.09,32-046-0050-26-2003,Commendable,Title 1 Schoolwide,694,,,267982,2037081
1702647,Manteno High School,Manteno,IL ,60950,High,587,203,15.33,32-046-0050-26-0005,Commendable,Title 1 Eligible but Not Served,536,,,267982,2037081
1702648,Manteno Middle School,Manteno,IL ,60950,Middle,520,176,11.35,32-046-0050-26-1004,Commendable,Title 1 Schoolwide,509,,,267982,2037081
1703274,Manual High School,Peoria,IL ,61605,High,731,656,16.61,48-072-1500-25-0023,Targeted,Title 1 Schoolwide,659,,,267982,2037081
1702936,Maplebrook Elem School,Naperville,IL ,60565,Elementary,512,47,14.76,19-022-2030-26-2008,Exemplary,Title 1 Ineligible Due to Ranking,511,,,267982,2037081
1704665,Maple Elem School,Hoopeston,IL ,60942,Elementary,277,195,14.08,54-092-0110-26-2003,Commendable,Title 1 Schoolwide,275,,,267982,2037081
1702103,Maple Elem School,Loves Park,IL ,61111,Elementary,313,234,13.13,04-101-1220-22-2006,Commendable,Title 1 Schoolwide,313,,,267982,2037081
1705227,Maple Grove Elem School,Joppa,IL ,62953,Elementary,122,88,11.62,21-061-0380-26-2001,Commendable,Title 1 Targeted,122,,,267982,2037081
1702649,Maple School,Northbrook,IL ,60062,Middle,451,,10.64,05-016-0300-02-1001,Commendable,Title 1 Targeted,450,,,267982,2037081
1700415,Maplewood Elem School,Cahokia,IL ,62206,Elementary,290,245,15.26,50-082-1870-26-2008,Intensive,Title 1 Schoolwide,289,,,267982,2037081
1703147,Marengo Comm Middle School,Marengo,IL ,60152,Middle,342,188,16.09,44-063-1650-03-1001,Commendable,Title 1 Schoolwide,342,,,267982,2037081
1702661,Marengo High School,Marengo,IL ,60152,High,685,217,14.47,44-063-1540-16-0001,Commendable,Title 1 Schoolwide,654,,,267982,2037081
1704428,Margaret Mead JHS,Elk Grove Village,IL ,60007,Middle,702,,15.26,05-016-0540-04-1019,Commendable,Title 1 Ineligible Due to Ranking,701,,,267982,2037081
1704917,Maria Saucedo Magnet Academy,Chicago,IL ,60623,Elementary,922,841,13.36,,,,,,,267982,2037081
1700043,Marie Murphy School,Wilmette,IL ,60091,Middle,253,,9.46,05-016-0370-02-1001,Exemplary,Title 1 Targeted,251,,,267982,2037081
1703767,Marie Schaefer Elem School,O Fallon,IL ,62269,Elementary,598,140,17.33,50-082-0900-04-2005,Commendable,Title 1 Ineligible Due to Ranking,640,,,267982,2037081
1703866,Marine Elem School,Marine,IL ,62061,Elementary,141,24,15.24,41-057-0020-26-2003,Exemplary,Title 1 Ineligible Due to Ranking,133,,,267982,2037081
1702618,Marine Leadership Academy - Ames,Chicago,IL ,60647,High,549,453,11.87,15-016-2990-25-2912,Commendable,Title 1 Schoolwide,539,,,267982,2037081
1702666,Marion High School,Marion,IL ,62959,High,1075,517,14.57,21-100-0020-26-0001,Targeted,Title 1 Eligible but Not Served,1051,,,267982,2037081
1703151,Marion Jordan Elem School,Palatine,IL ,60067,Elementary,503,49,14.71,05-016-0150-04-2004,Commendable,Title 1 Ineligible Due to Ranking,470,,,267982,2037081
1702667,Marion Jr High School,Marion,IL ,62959,Middle,742,421,15.3,21-100-0020-26-1002,Targeted,Title 1 Eligible but Not Served,738,,,267982,2037081
1704724,Marissa Elem School,Marissa,IL ,62257,Elementary,266,153,11.57,50-082-0400-26-2002,Commendable,Title 1 Schoolwide,263,,,267982,2037081
1702672,Marissa Jr & Sr High School,Marissa,IL ,62257,High,226,135,9.83,50-082-0400-26-0001,Commendable,Title 1 Schoolwide,219,,,267982,2037081
1702413,Mark DeLay School,Darien,IL ,60561,Elementary,453,154,12.31,19-022-0610-02-2001,Commendable,Title 1 Schoolwide,451,,,267982,2037081
1705274,Mark Denman Elementary School,Danville,IL ,61832,Elementary,545,519,16.72,54-092-1180-24-2020,Commendable,Title 1 Schoolwide,542,,,267982,2037081
1702678,Markham Park Elem School,Markham,IL ,60428,Elementary,292,273,23.36,07-016-1440-02-2005,Targeted,Title 1 Schoolwide,260,,,267982,2037081
1701473,Mark Twain,Alton,IL ,62002,Other,0,,0,,,,,,,267982,2037081
1700572,Mark Twain Elem School,Charleston,IL ,61920,Elementary,221,112,13.39,11-015-0010-26-2006,,Title 1 Targeted,218,,,267982,2037081
1701551,Mark Twain Elem School,Niles,IL ,60714,Elementary,489,325,13.97,05-016-0630-02-2009,Targeted,Title 1 Schoolwide,439,,,267982,2037081
1704228,Mark Twain Elem School,Wheeling,IL ,60090,Elementary,524,390,12.78,05-016-0210-04-2014,Commendable,Title 1 Schoolwide,423,,,267982,2037081
1702367,Mark Twain Primary School,Kankakee,IL ,60901,Elementary,192,180,15,32-046-1110-25-2011,Comprehensive,Title 1 Schoolwide,242,,,267982,2037081
1705336,Mark W Bills Middle School,Peoria,IL ,61615,Middle,258,193,11.47,48-072-1500-25-1013,Commendable,Title 1 Schoolwide,296,,,267982,2037081
1705641,Marlowe Middle School,Lake in the Hills,IL ,60156,Middle,1215,248,13.81,44-063-1580-22-1003,Commendable,Title 1 Ineligible Due to Ranking,1256,,,267982,2037081
1704725,Maroa-Forsyth Grade School,Forsyth,IL ,62535,Elementary,593,200,15.17,39-055-0020-26-2003,Commendable,Title 1 Targeted,579,,,267982,2037081
1702683,Maroa-Forsyth Middle School,Maroa,IL ,61756,Middle,271,84,18.25,39-055-0020-26-1001,Commendable,Title 1 Targeted,267,,,267982,2037081
1702684,Maroa-Forsyth Senior High Sch,Maroa,IL ,61756,High,348,90,15.78,39-055-0020-26-0001,Exemplary,Title 1 Targeted,333,,,267982,2037081
1702688,Marquardt Middle School,Glendale Hts,IL ,60139,Middle,754,452,10.34,19-022-0150-02-1004,Commendable,Title 1 Schoolwide,747,,,267982,2037081
1700940,Marquette Elem School,Chicago,IL ,60629,Elementary,1030,989,15.15,15-016-2990-25-2330,Commendable,Title 1 Schoolwide,1026,,,267982,2037081
1702104,Marquette Elem School,Machesney Park,IL ,61115,Elementary,268,180,15.49,04-101-1220-22-2007,Commendable,Title 1 Schoolwide,267,,,267982,2037081
1703035,Marquette Elem School,Marquette Heights,IL ,61554,Elementary,223,124,14.39,53-090-1020-02-2002,Commendable,Title 1 Schoolwide,217,,,267982,2037081
1705466,Marseilles Elementary School,Marseilles,IL ,61341,Elementary,528,302,12.32,35-050-1500-02-2001,Commendable,Title 1 Schoolwide,522,,,267982,2037081
1702695,Marshall High School,Marshall,IL ,62441,High,350,126,10.94,11-012-002C-26-0001,Commendable,Title 1 Eligible but Not Served,344,,,267982,2037081
1702696,Marshall Jr High School,Marshall,IL ,62441,Middle,186,77,13.29,11-012-002C-26-1002,Commendable,Title 1 Eligible but Not Served,177,,,267982,2037081
1700972,Marshall Metropolitan High School,Chicago,IL ,60624,High,239,224,11.95,15-016-2990-25-0029,Intensive,Title 1 Schoolwide,197,,,267982,2037081
1700939,Marsh Elem School,Chicago,IL ,60617,Elementary,616,510,13.69,15-016-2990-25-2331,Commendable,Title 1 Schoolwide,616,,,267982,2037081
1704840,Martin Elementary School,Lake in the Hills,IL ,60156,Elementary,776,218,13.41,44-063-1580-22-2005,Commendable,Title 1 Targeted,776,,,267982,2037081
1704405,Martin L King Elem School,Dixmoor,IL ,60426,Elementary,320,264,16,07-016-1470-02-2007,Comprehensive,Title 1 Schoolwide,304,,,267982,2037081
1704503,Martin P McKay Education Center,New Lenox,IL ,60451,Not Reported,,,,,,,,,,267982,2037081
1704727,Martinsville Elem School,Martinsville,IL ,62442,Elementary,238,140,14.25,11-012-003C-26-2005,Commendable,Title 1 Schoolwide,237,,,267982,2037081
1702700,Martinsville Jr- Sr High School,Martinsville,IL ,62442,High,146,77,9.36,,,,,,,267982,2037081
1704834,Marya Yates Elementary School,Matteson,IL ,60443,Elementary,284,188,11.01,07-016-1590-02-2006,Commendable,Title 1 Schoolwide,257,,,267982,2037081
1702337,Marycrest Early Childhood Center,Joliet,IL ,60436,Prekindergarten,142,,6.45,56-099-0860-05-3004,,Title 1 Ineligible Due to Ranking,341,,,267982,2037081
1706948,Mary Drew Early Learning Center,Frankfort,IL ,60423,Prekindergarten,94,,16.21,56-099-1610-02-3001,,Not a Participant in Title One Program,91,,,267982,2037081
1703178,Mary Endres Elementary School,Woodstock,IL ,60098,Elementary,431,241,17.99,44-063-2000-26-2008,Commendable,Title 1 Schoolwide,412,,,267982,2037081
1706741,Mary Kay McNeill ELC,Antioch,IL ,60002,Prekindergarten,108,,16.88,,,,,,,267982,2037081
1702094,Mary Lou Cowlishaw Elementary,Naperville,IL ,60540,Elementary,589,146,14.54,19-022-2040-26-2018,Commendable,Title 1 Eligible but Not Served,574,,,267982,2037081
1705256,Mary Miller Junior High School,Georgetown,IL ,61846,Middle,192,134,12.14,54-092-0040-26-1003,Commendable,Title 1 Schoolwide,191,,,267982,2037081
1704559,Mary Morgan Elem Sch,Byron,IL ,61010,Elementary,631,182,12.17,47-071-2260-26-2003,Exemplary,Title 1 Targeted,631,,,267982,2037081
1702034,Maryville Elem School,Granite City,IL ,62040,Elementary,395,295,15.8,41-057-0090-26-2012,Targeted,Title 1 Schoolwide,383,,,267982,2037081
1701287,Maryville Elem School,Maryville,IL ,62062,Elementary,406,155,16.85,41-057-0100-26-2022,Commendable,Title 1 Ineligible Due to Ranking,402,,,267982,2037081
1702705,Mascoutah Elem School,Mascoutah,IL ,62258,Elementary,853,227,16.75,50-082-0190-26-2003,Commendable,Title 1 Eligible but Not Served,763,,,267982,2037081
1702701,Mascoutah High School,Mascoutah,IL ,62258,High,1243,271,15.55,50-082-0190-26-0001,Exemplary,Title 1 Ineligible Due to Ranking,1231,,,267982,2037081
1702702,Mascoutah Middle School,Mascoutah,IL ,62258,Middle,973,206,15.14,50-082-0190-26-1002,Commendable,Title 1 Eligible but Not Served,965,,,267982,2037081
1704977,Mason/Clark Middle Sch,East Saint Louis,IL ,62203,Middle,540,530,11.5,50-082-1890-22-1007,Comprehensive,Title 1 Schoolwide,521,,,267982,2037081
1700944,Mason Elem School,Chicago,IL ,60623,Elementary,241,229,11.9,15-016-2990-25-2334,Comprehensive,Title 1 Schoolwide,238,,,267982,2037081
1702713,Massac County High School,Metropolis,IL ,62960,High,512,310,11.24,21-061-0010-26-0001,Commendable,Title 1 Schoolwide,498,,,267982,2037081
1702708,Massac Jr High School,Metropolis,IL ,62960,Middle,309,206,13.15,21-061-0010-26-1001,Commendable,Title 1 Schoolwide,306,,,267982,2037081
1703831,Matheny-Withrow Elem Sch,Springfield,IL ,62703,Elementary,216,180,10.16,51-084-1860-25-2027,Comprehensive,Title 1 Schoolwide,215,,,267982,2037081
1700977,Mather High School,Chicago,IL ,60659,High,1777,1394,14.69,15-016-2990-25-0030,Targeted,Title 1 Schoolwide,1658,,,267982,2037081
1703745,Matherville Intermediate School,Matherville,IL ,61263,Middle,182,56,13.58,49-081-2000-26-2003,Commendable,Title 1 Eligible but Not Served,181,,,267982,2037081
1702719,Matteson Elem School,Matteson,IL ,60443,Elementary,420,182,14.79,07-016-1620-02-2005,Commendable,Title 1 Schoolwide,414,,,267982,2037081
1705945,Matthews Middle School,Island Lake,IL ,60042,Middle,451,197,11.48,34-049-1180-26-1004,Commendable,Title 1 Schoolwide,439,,,267982,2037081
1702734,Mattoon High School,Mattoon,IL ,61938,High,888,422,16.98,11-015-0020-26-0001,Commendable,Title 1 Schoolwide,843,,,267982,2037081
1702735,Mattoon Middle School,Mattoon,IL ,61938,Middle,610,394,11.51,11-015-0020-26-1003,Commendable,Title 1 Schoolwide,598,,,267982,2037081
1703579,Maud E Johnson Elem School,Rockford,IL ,61107,Elementary,425,306,14.66,04-101-2050-25-2039,Targeted,Title 1 Schoolwide,424,,,267982,2037081
1702131,Maya Angelou Elem Sch,Harvey,IL ,60426,Elementary,271,205,16.42,07-016-1520-02-2002,Commendable,Title 1 Schoolwide,268,,,267982,2037081
1700950,Mayer Elem School,Chicago,IL ,60614,Elementary,707,62,14.58,15-016-2990-25-2337,Exemplary,Title 1 Ineligible Due to Ranking,702,,,267982,2037081
1705323,Mayo Middle School,Paris,IL ,61944,Middle,241,134,9.54,11-023-0950-25-1001,Commendable,Title 1 Schoolwide,238,,,267982,2037081
1700651,Mays Elem Academy,Chicago,IL ,60621,Elementary,277,188,17.87,15-016-2990-25-2802,Comprehensive,Title 1 Schoolwide,275,,,267982,2037081
1705460,May Watts Elementary School,Naperville,IL ,60540,Elementary,668,53,15.79,19-022-2040-26-2010,Exemplary,Title 1 Ineligible Due to Ranking,651,,,267982,2037081
1702462,May Whitney Elem School,Lake Zurich,IL ,60047,Elementary,677,188,12.2,34-049-0950-26-2005,Exemplary,Title 1 Schoolwide,738,,,267982,2037081
1702749,Mazon-Verona-Kinsman Elem School,Mazon,IL ,60444,Elementary,172,66,10.95,24-032-002C-02-2001,Commendable,Title 1 Schoolwide,159,,,267982,2037081
1702750,Mazon-Verona-Kinsman Middle Sch,Mazon,IL ,60444,Middle,144,61,12.71,24-032-002C-02-1002,Targeted,Title 1 Schoolwide,138,,,267982,2037081
1705547,McAuliffe Elem School,Chicago,IL ,60647,Elementary,523,347,12.02,15-016-2990-25-2877,Commendable,Title 1 Schoolwide,522,,,267982,2037081
1705458,McCarty Elementary School,Aurora,IL ,60504,Elementary,478,169,12.71,19-022-2040-26-2008,Commendable,Title 1 Schoolwide,468,,,267982,2037081
1706600,McClean Co Detention Center,Normal,IL ,61761,High,0,,,,,,,,,267982,2037081
1700167,McCleery Elem School,Aurora,IL ,60506,Elementary,513,281,13.15,31-045-1290-22-2011,Targeted,Title 1 Schoolwide,551,,,267982,2037081
1702753,McClellan Elementary School,Mount Vernon,IL ,62864,Elementary,56,25,8.4,13-041-0120-04-2001,Commendable,Title 1 Targeted,55,,,267982,2037081
1703832,McClernand Elem School,Springfield,IL ,62702,Elementary,213,171,12.17,51-084-1860-25-2028,Commendable,Title 1 Schoolwide,210,,,267982,2037081
1704192,McClure Jr High School,Western Springs,IL ,60558,Middle,469,,11.87,06-016-1010-02-1006,Commendable,Title 1 Targeted,466,,,267982,2037081
1700955,McCormick Elem School,Chicago,IL ,60623,Elementary,502,485,12.87,15-016-2990-25-2341,Commendable,Title 1 Schoolwide,501,,,267982,2037081
1700956,McCutcheon Elem School,Chicago,IL ,60640,Elementary,326,279,8.58,15-016-2990-25-2344,Commendable,Title 1 Schoolwide,322,,,267982,2037081
1700957,McDade Elem Classical School,Chicago,IL ,60619,Elementary,207,75,17.25,15-016-2990-25-2345,Exemplary,Title 1 Ineligible Due to Ranking,207,,,267982,2037081
1700839,McDowell Elem School,Chicago,IL ,60619,Elementary,112,89,14,15-016-2990-25-2737,Commendable,Title 1 Schoolwide,112,,,267982,2037081
1706218,McElvain School,Murphysboro,IL ,62966,Prekindergarten,64,62,,30-039-1860-26-3001,,Title 1 Eligible but Not Served,50,,,267982,2037081
1702907,McGaughey Elem School,Mount Zion,IL ,62549,Elementary,371,144,17.14,39-055-0030-26-2004,Commendable,Title 1 Targeted,370,,,267982,2037081
1706833,McHenry Community High School,Mchenry,IL ,60050,High,2214,835,15.41,44-063-1560-16-0003,Commendable,Title 1 Schoolwide,2187,,,267982,2037081
1702757,McHenry Middle School,McHenry,IL ,60051,Middle,695,282,11.78,44-063-0150-04-1006,Commendable,Title 1 Eligible but Not Served,684,,,267982,2037081
1703581,McIntosh Elementary,Rockford,IL ,61101,Elementary,398,364,17.27,04-101-2050-25-2043,Targeted,Title 1 Schoolwide,392,,,267982,2037081
1700958,McKay Elem School,Chicago,IL ,60629,Elementary,616,596,13.77,15-016-2990-25-2346,Comprehensive,Title 1 Schoolwide,613,,,267982,2037081
1704278,McKenzie Elem School,Wilmette,IL ,60091,Elementary,461,,13.56,05-016-0390-02-2005,Exemplary,Title 1 Ineligible Due to Ranking,441,,,267982,2037081
1700250,McKinley Elem School,Bellwood,IL ,60104,Elementary,304,300,16,06-016-0880-02-2005,Commendable,Title 1 Schoolwide,293,,,267982,2037081
1701694,McKinley Elem School,Elgin,IL ,60120,Elementary,395,306,15.67,31-045-0460-22-2026,Targeted,Title 1 Schoolwide,344,,,267982,2037081
1703139,McKinley Elem School,Ottawa,IL ,61350,Elementary,364,149,14.86,35-050-1410-02-2005,Commendable,Title 1 Schoolwide,343,,,267982,2037081
1701600,McKinley Elem School,South Holland,IL ,60473,Elementary,176,141,19.56,07-016-1500-02-2002,Commendable,Title 1 Schoolwide,169,,,267982,2037081
1703779,McKinley Jr High School,South Holland,IL ,60473,Middle,287,222,13.67,07-016-1500-02-1005,Commendable,Title 1 Schoolwide,274,,,267982,2037081
1701191,McNair Elem School,Chicago,IL ,60651,Elementary,328,293,10.25,15-016-2990-25-2634,Targeted,Title 1 Schoolwide,329,,,267982,2037081
1700959,McPherson Elem School,Chicago,IL ,60640,Elementary,794,331,11.59,15-016-2990-25-2349,Commendable,Title 1 Schoolwide,792,,,267982,2037081
1701391,Meade Park Elem School,Danville,IL ,61834,Elementary,312,301,13.87,54-092-1180-24-2019,Commendable,Title 1 Schoolwide,323,,,267982,2037081
1703039,Meadowbrook Elem School,Northbrook,IL ,60062,Elementary,497,,11.91,05-016-0280-02-2003,Commendable,Title 1 Targeted,467,,,267982,2037081
1700301,Meadowbrook Intermediate Sch,Moro,IL ,62067,Elementary,344,165,15.6,41-057-0080-26-2007,Commendable,Title 1 Schoolwide,343,,,267982,2037081
1700492,Meadowdale Elem School,Carpentersville,IL ,60110,Elementary,421,373,14.42,31-045-3000-26-2016,Targeted,Title 1 Schoolwide,394,,,267982,2037081
1705437,Meadow Glens Elementary School,Naperville,IL ,60565,Elementary,475,39,12.87,19-022-2030-26-2017,Exemplary,Title 1 Ineligible Due to Ranking,474,,,267982,2037081
1700137,Meadow Lane School,Merrionette Park,IL ,60803,Elementary,197,121,13.13,07-016-1250-02-2004,Commendable,Title 1 Schoolwide,192,,,267982,2037081
1702530,Meadow Ridge School,Orland Park,IL ,60467,Elementary,554,,12.71,07-016-1350-02-2013,Commendable,Title 1 Targeted,553,,,267982,2037081
1704206,Meadow View Elementary School,Plainfield,IL ,60586,Elementary,627,267,15.48,56-099-2020-22-2010,Commendable,Title 1 Targeted,572,,,267982,2037081
1702013,Meadowview Elem School,Woodridge,IL ,60517,Elementary,416,148,12.12,19-022-0680-02-2003,Targeted,Title 1 Eligible but Not Served,410,,,267982,2037081
1701331,Meadowview  School,Country Club Hills,IL ,60478,Elementary,293,192,19.53,07-016-1600-02-2004,Commendable,Title 1 Schoolwide,281,,,267982,2037081
1701752,Meadowview School,Grayslake,IL ,60030,Elementary,351,68,12.19,34-049-0460-04-2004,Exemplary,Title 1 Ineligible Due to Ranking,354,,,267982,2037081
1702917,Mechanics Grove Elem School,Mundelein,IL ,60060,Elementary,486,203,13.89,34-049-0750-02-2003,Commendable,Title 1 Schoolwide,482,,,267982,2037081
1701328,Medgar Evers Primary Acadmc Cntr,Ford Heights,IL ,60411,Elementary,306,293,25.5,,,,,,,267982,2037081
1706409,Medical Support Needs Program,Lisle,IL ,60532,Not Reported,,,,,,,,,,267982,2037081
