ceeb,school_name,state,sector,rigor_tier_label,rigor_score,ap_score_nu,ap_tests_offered,ap_efficiency,ap_efficiency_quadrant,stem_advanced_offered,calculus_offered,physics_offered,grad_rate_2021
010844,Daphne High School,AL,public,Average,-0.3629191084492073,2.15,19.0,-1.118848303277608,Broad but underperforming,,,,93.0
010850,Holtville High School,AL,public,Average,-0.1336056318521492,,,,,,,,87.0
010856,Austin High School,AL,public,Average,-0.3502902630197076,1.98,18.0,-1.2722582026425233,Broad but underperforming,,,,94.0
010858,Cornerstone Christian School,,private,,,,,,,,,,
010860,Decatur High School,AL,public,Demanding,0.0353241946067642,2.56,17.0,-0.20108262346913347,"Limited (few offered, low scores)",,,,91.0
010861,Decatur Heritage Chrstn Acad,,private,,,,,,,,,,
010862,Priceville High School,AL,public,Demanding,0.3122131798923802,,,,,,,,92.0
010866,Tennessee Valley Christian Sch,,private,,,,,,,,,,
010867,Community Christian Academy,,private,,,,,,,,,,
010873,Demopolis Academy,,private,,,,,,,,,,
010875,Demopolis High School,AL,public,Demanding,0.0911998905339082,2.08,10.0,-0.11567766600728013,"Limited (few offered, low scores)",,,,92.0
010900,Dora High School,AL,public,Below Average,-0.7166364713993444,,,,,,,,87.0
010907,Dothan Christian Academy,,private,,,,,,,,,,
010908,Heritage Baptist Church School,,private,,,,,,,,,,
010909,Emmanuel Christian School,,private,,,,,,,,,,
010910,Dothan High School,AL,public,Below Average,-0.7874395042006145,2.0,17.0,-1.1154397807777352,"Limited (few offered, low scores)",,,,
010911,Hallie Turner Private School,,private,,,,,,,,,,
010912,Houston Academy,,private,Very Demanding,0.720849377806424,3.24,18.0,0.7850454013018301,Broad & high-performing,,,,
010913,Northside Methodist Academy,,private,,,,,,,,,,
010915,Rehobeth High School,AL,public,Below Average,-0.6346969215787561,,,,,,,,92.0
010916,Pathway Baptist Christian Sch,,private,,,,,,,,,,
010917,Gloriastine Christian Academy,,private,,,,,,,,,,
010918,Providence Christian School,,private,,,,,,,,,,
010920,Winston County High School,AL,public,Demanding,0.2124605744683665,,,,,,,,84.5
010923,Crossroads Baptist Academy,,private,,,,,,,,,,
010925,Douglas High School,AL,public,Demanding,0.0158912756999754,,,,,,,,87.0
010933,Christ Academy,,private,,,,,,,,,,
010940,Elmore County High School,AL,public,Demanding,0.397335660672474,,,,,,,,92.0
010943,Faith Academy,,private,,,,,,,,,,
010950,Elba High School,AL,public,Demanding,0.1480294830055942,,,,,,,,84.5
010955,Elkmont High School,AL,public,Average,-0.1690013721125545,1.53,8.0,-0.7653813987278371,"Limited (few offered, low scores)",,,,97.5
010960,West Limestone High School,AL,public,Demanding,0.6037245939151467,,,,,,,,92.0
010963,Edgewood Academy,,private,,,,,,,,,,
010970,Holy Family Cristo Rey HS,,private,Average,-0.0178432032688151,1.3,3.0,-0.520106899960749,"Limited (few offered, low scores)",,,,
010971,Calvary Christian School,,private,,,,,,,,,,
010980,Enterprise High School,AL,public,Average,-0.2776724608516912,2.58,24.0,-1.0375666744344807,Broad but underperforming,,,,91.0
010983,Beacon Baptist Academy,,private,,,,,,,,,,
010989,Enterprise Prep Acad-Upp Cmps,,private,,,,,,,,,,
010995,Eufaula High School,AL,public,Demanding,0.4611291187972891,1.66,11.0,-0.9256083430924985,"Limited (few offered, low scores)",,,,87.0
010996,Lakeside School,,private,,,,,,,,,,
010998,Macedonian Christian School,,private,,,,,,,,,,
011000,Riverwood Classical School,,private,,,,,,,,,,
011015,Greene County High School,AL,public,Average,-0.1415339060836257,,,,,,,,82.0
011017,Warrior Academy,,private,,,,,,,,,,
011021,Way Home Christian School,,private,,,,,,,,,,
011030,Hillcrest High School,AL,public,Demanding,0.2632239253732075,,,,,,,,92.0
011038,Sparta Academy,,private,,,,,,,,,,
011039,Cross Roads Christian School,,private,,,,,,,,,,
011042,Bayshore Christian School,,private,,,,,,,,,,
011045,Valley High School,AL,public,Below Average,-0.6479766333915705,1.88,4.0,0.3027430610051065,"Limited (few offered, low scores)",,,,87.0
011055,Fairfield High Preparatory School,AL,public,Average,-0.2499947068403865,,,,,,,,92.0
011060,Fairhope High School,AL,public,Average,-0.0686244668065785,2.86,22.0,-0.33206247757264645,Broad & high-performing,,,,92.0
011070,Falkville High School,AL,public,Average,-0.0455173088457941,,,,,,,,87.0
011075,Fayette County High School,AL,public,Demanding,0.3722121425072257,,,,,,,,97.5
011100,Flomaton High School,AL,public,Average,-0.1733103700021492,,,,,,,,87.0
011105,Florala High School,AL,public,Demanding,0.0860152934349511,,,,,,,,95.0
011114,Calvary Fellowship School,,private,,,,,,,,,,
011119,Florence Christian Academy,,private,,,,,,,,,,
011120,Central High School,AL,public,Demanding,0.1646284246385789,,,,,,,,92.0
011125,Florence Freshman Center,AL,public,,,,,,,,,,
011126,Florence High School,AL,public,Average,-0.4032612827226118,1.97,21.0,-1.661074436334335,Broad but underperforming,,,,
011127,Faith Christian Academy,,private,,,,,,,,,,
011130,Mars Hill Bible School,,private,,,,,,,,,,
011135,Rogers High School,AL,public,Average,-0.0149001530956612,,,,,,,,92.0
011136,Shoals Christian School,,private,,,,,,,,,,
011138,Wilson High School,AL,public,Demanding,0.0229990070280311,,,,,,,,92.0
011140,Foley High School,AL,public,Average,-0.1607569926334651,2.06,18.0,-1.1416357515984374,Broad but underperforming,,,,81.0
011141,Snook Christian Academy,,private,,,,,,,,,,
011142,Open Door Christian School,,private,,,,,,,,,,
011143,Victory Christian School,,private,,,,,,,,,,
011150,Fort Payne High School,AL,public,Average,-0.3559826255775477,2.64,6.0,1.2953307277163892,"Limited (few offered, low scores)",,,,97.0
011186,Coosa Christian School,,private,Below Average,-1.8246691668986803,,,,,,,,
011192,Gadsden City High School,AL,public,Average,-0.0555751676704198,1.94,20.0,-1.5858950463721007,Broad but underperforming,,,,87.0
011196,Holy Comforter Epispocal Day,,private,,,,,,,,,,
011197,Gaston High School,AL,public,Average,-0.339261762365562,,,,,,,,95.0
011200,Hokes Bluff High School,AL,public,Demanding,0.0632889054770215,,,,,,,,97.5
011202,Lighthouse Christian Academy,,private,,,,,,,,,,
011204,Gadsden Christian School,,private,,,,,,,,,,
011205,Southside High School,AL,public,Average,-0.1988455949134161,,,,,,,,94.0
011206,Westbrook Christian School,,private,,,,,,,,,,
011207,Tabernacle Christian School,,private,,,,,,,,,,
011208,Gardendale High School,AL,public,Demanding,0.050601493461701,2.0,13.0,-0.6187885443626672,"Limited (few offered, low scores)",,,,90.0
011220,Geneva High School,AL,public,Average,-0.0698212090932107,,,,,,,,92.0
011240,Glencoe High School,AL,public,Demanding,0.1864224992441485,,,,,,,,92.0
011242,Pathways Academy,,private,,,,,,,,,,
011255,Gordo High School,AL,public,Very Demanding,0.8836432821861153,,,,,,,,97.5
011270,Goshen High School,AL,public,Demanding,0.0572543991359665,,,,,,,,92.0
011276,South Montgomery County Acad,,private,,,,,,,,,,
011279,Gospel Fellowship School,,private,,,,,,,,,,
011281,Living Word Academy,,private,,,,,,,,,,
011285,Kate D Smith DAR High School,AL,public,Average,-0.3088289914436981,1.95,10.0,-0.32793914895391996,"Limited (few offered, low scores)",,,,97.5
011295,Greensboro High School,AL,public,Below Average,-0.9123144121268356,1.4,3.0,-0.356828836155642,"Limited (few offered, low scores)",,,,82.0
011296,Greenville Academy Inc.,,private,,,,,,,,,,
011297,Southern Academy,,private,,,,,,,,,,
011298,Fort Dale Academy,,private,Average,-0.5482101473651992,,,,,,,,
011299,Greenville High School,AL,public,Demanding,0.0168204341422292,,,,,,,,77.0
011301,Camellia City Christian Acad,,private,,,,,,,,,,
011315,Clarke County High School,AL,public,Demanding,0.1708841800776461,,,,,,,,92.0
011318,Clarke Prep School,,private,,,,,,,,,,
011328,Liberty Christian Academy,,private,,,,,,,,,,
011330,Marion County High School,AL,public,Demanding,0.1725881409307645,,,,,,,,84.5
011333,South Baldwin Christian Acdmy,,private,,,,,,,,,,
011334,Gulf Shores High School,AL,public,Average,-0.08097193426282,3.02,17.0,0.5499964700343605,"Selective & effective (few offered, high scores)",,,,95.0
011340,Guntersville High School,AL,public,Demanding,0.0333452776184263,,,,,,,,87.0
011343,Marshall Technical School,AL,public,,,,,,,,,,
011345,Madison County High School,AL,public,Demanding,0.5819195457324513,,,,,,,,97.5
011350,Hackleburg High School,AL,public,Below Average,-1.316257557799947,,,,,,,,95.0
011353,Haleyville Christian School,,private,,,,,,,,,,
011354,Haleyville Center Of Technology,AL,public,,,,,,,,,,
011355,Haleyville High School,AL,public,Average,-0.3152220652318271,1.31,7.0,-1.0004303299953061,"Limited (few offered, low scores)",,,,97.5
011365,Hamilton High School,AL,public,Demanding,0.4072118449038142,,,,,,,,87.0
011375,Hanceville High School,AL,public,Demanding,0.4425347608036168,,,,,,,,97.5
011377,Coosa Valley Academy,,private,,,,,,,,,,
011380,Geneva County High School,AL,public,Demanding,0.2626297780990831,,,,,,,,95.0
011389,Bethel Baptist School,,private,,,,,,,,,,
011390,Hartselle High School,AL,public,Very Demanding,0.7411870885571314,,,,,,,,95.0
011400,Hayden High School,AL,public,Average,-0.034996254416813,,,,,,,,97.5
011410,Central High School,AL,public,Average,-0.1051721534821384,,,,,,,,74.5
011415,Hazel Green High School,AL,public,Demanding,0.0555208833206609,2.44,16.0,-0.2728534909314955,"Limited (few offered, low scores)",,,,96.0
011425,Headland High School,AL,public,,,,,,,,,,
011430,Cleburne County High School,AL,public,Average,-0.1247262974981695,,,,,,,,92.0
011440,Indian Springs School,,private,Very Demanding,1.3849160382855852,3.36,25.0,0.11183941414158971,Broad & high-performing,,,,
011453,Assembly Covenant Academy,,private,,,,,,,,,,
011454,Deeper Life Academy,,private,,,,,,,,,,
011455,Holly Pond High School,AL,public,Demanding,0.3954272564396905,,,,,,,,92.0
011456,Brooklane Baptist Academy,,private,,,,,,,,,,
011457,Garywood Christian School,,private,,,,,,,,,,
011460,Holt High School,AL,public,Below Average,-0.6584896687219489,1.42,4.0,-0.4483360324983874,"Limited (few offered, low scores)",,,,72.0
011461,Hooper Academy,,private,,,,,,,,,,
011463,Hueytown High School,AL,public,Average,-0.2028430016425901,,,,,,,,80.0
011464,Homewood High School,AL,public,Demanding,0.6040138986287296,3.55,26.0,0.2979049262675266,Broad & high-performing,,,,95.0
011466,Virgil Grissom High School,AL,public,Demanding,0.3406687722279135,2.57,27.0,-1.4263829081262926,Broad but underperforming,,,,88.0
011467,Lee High School,AL,public,Below Average,-0.7163744924077954,1.69,15.0,-1.373276160366034,"Limited (few offered, low scores)",,,,87.0
011468,Madison Academy,,private,,,,,,,,,,
011470,Oakwood Adventist Academy,,private,Below Average,-0.6416642217717591,1.9,2.0,0.583724291973662,"Limited (few offered, low scores)",,,,
011475,Randolph School,,private,Very Demanding,0.6804634505374024,3.7,23.0,0.9153104492864893,Broad & high-performing,,,,
011478,Covenant Christian Academy,,private,,,,,,,,,,
011479,Calvary Bible Christian School,,private,,,,,,,,,,
011481,Calvary Baptist Academy,,private,,,,,,,,,,
011482,Faith Covenant Academy,,private,,,,,,,,,,
011483,ST JOHN PAUL II CATHOLIC HIGH SCHOOL,AL,private,Demanding,0.2762349164871708,3.27,12.0,1.579005675065964,"Selective & effective (few offered, high scores)",,,,
011484,Huntsville Christian Academy,,private,,,,,,,,,,
011485,Huntsville High School,AL,public,Demanding,0.3088467675907035,2.36,32.0,-2.390080887635853,Broad but underperforming,,,,91.0
011487,North Alabama Friends School,,private,,,,,,,,,,
011488,Lifegate Academy,,private,,,,,,,,,,
011489,Triana Village Baptist School,,private,,,,,,,,,,
011491,Valley Fellowship Christian Ac,,private,,,,,,,,,,
011492,Westminster Christian Academy,,private,,,,,,,,,,
011494,New Century Technology High School,AL,public,Demanding,0.6566416500133403,2.65,23.0,-0.799109220667139,Broad but underperforming,,,,97.5
011496,Union Chapel Christian Academy,,private,,,,,,,,,,
011498,Word Of Truth Academy,,private,,,,,,,,,,
011499,Providence Classical School,,private,,,,,,,,,,
011502,Varied Abilities Sch & Tech,,private,,,,,,,,,,
011504,Huntsville Achievement School,,private,,,,,,,,,,
011508,Pinnacle Schools,,private,,,,,,,,,,
011509,Whitesburg Christian Academy,,private,,,,,,,,,,
011519,Jackson Academy,,private,,,,,,,,,,
011520,Jackson High School,AL,public,Demanding,0.1058064324402628,,,,,,,,92.0
011526,Solid Rock Christian School,,private,,,,,,,,,,
011528,Jacksonville Christian Academy,,private,,,,,,,,,,
011530,Jacksonville High School,AL,public,Average,-0.3141765532822252,2.49,17.0,-0.3153772681327084,"Limited (few offered, low scores)",,,,92.0
011534,Pleasant Valley High School,AL,public,Demanding,0.3481222084095606,,,,,,,,87.0
011535,Curry High School,AL,public,Demanding,0.093505386362683,,,,,,,,82.0
011538,Trinity Christian Academy,,private,,,,,,,,,,
011540,Jasper High School,AL,public,Average,-0.0393758132201525,2.18,11.0,-0.07656241130593955,"Limited (few offered, low scores)",,,,92.0
011541,Grace Christian Academy,,private,,,,,,,,,,
011548,Chilton Christian Academy,,private,,,,,,,,,,
011550,Jemison High School,AL,public,Demanding,0.1549946468442189,,,,,,,,87.0
011568,Brooks High School,AL,public,Demanding,0.3850556929962785,,,,,,,,92.0
011571,Chambers Academy,,private,,,,,,,,,,
011585,Lafayette High School,AL,public,Below Average,-0.6440405285302685,,,,,,,,95.0
011590,Lanett Senior High School,AL,public,Average,-0.4153302602064693,1.03,2.0,-0.836794863130772,"Limited (few offered, low scores)",,,,77.0
011596,Hope Academy,,private,,,,,,,,,,
011597,Springwood School,,private,Average,-0.2115046574038354,2.25,10.0,0.1618950424614024,"Limited (few offered, low scores)",,,,
011598,Temple Christian School,,private,,,,,,,,,,
011600,Leeds High School,AL,public,Average,-0.1262738100134346,2.45,14.0,-0.008200066343450496,"Limited (few offered, low scores)",,,,97.5
011604,Leeds Christian Academy,,private,,,,,,,,,,
011615,Colbert County High School,AL,public,Average,-0.253537740029552,,,,,,,,87.0
011630,Lexington High School,AL,public,Demanding,0.3116169258971745,,,,,,,,92.0
011635,Lincoln High School,AL,public,Average,-0.2045536788498502,1.82,10.0,-0.5402006319005593,"Limited (few offered, low scores)",,,,97.5
011645,Linden High School,AL,public,Below Average,-0.8800904136126807,,,,,,,,74.5
011648,Marengo Academy,,private,,,,,,,,,,
011671,Loachapoka High School,AL,public,Demanding,0.1035179236493134,,,,,,,,95.0
011673,Dixie Academy,,private,,,,,,,,,,
011683,Lowndes Academy,,private,,,,,,,,,,
011684,Crenshaw Christian Academy,,private,,,,,,,,,,
011692,"Brook Academy, The",,private,,,,,,,,,,
011693,Excalibur Christian School,,private,,,,,,,,,,
011694,Life Christian Academy,,private,,,,,,,,,,
011695,Lynn High School,AL,public,Average,-0.0361773028584182,,,,,,,,95.0
011696,Saint Peters Academy,,private,,,,,,,,,,
011697,Bob Jones High School,AL,public,Demanding,0.279677451380011,3.31,31.0,-0.7147764723835656,Broad & high-performing,,,,96.0
011698,Spiritlife Christian Academy,,private,,,,,,,,,,
011699,Madison Baptist Academy,,private,,,,,,,,,,
011701,James Clemens High School,AL,public,Demanding,0.306858897951167,3.38,33.0,-0.8488074459275246,Broad & high-performing,,,,92.0
011709,Canaan Land Christian Academy,,private,,,,,,,,,,
011710,Marbury High School,AL,public,Average,-0.2438544457107157,,,,,,,,92.0
011718,Marion Academy,,private,,,,,,,,,,
011722,Emerald Mountain Christian Sch,,private,,,,,,,,,,
011730,McAdory High School,AL,public,Average,-0.1419011220896033,,,,,,,,91.0
011733,McIntosh Christian Academy,,private,,,,,,,,,,
011734,Mowa Choctaw Friends Center,,private,,,,,,,,,,
011735,McIntosh High School,AL,public,Average,-0.094727224422449,,,,,,,,90.0
011748,Midfield High School,AL,public,Average,-0.3168652642844262,,,,,,,,95.0
011750,Dale County High School,AL,public,Average,-0.2988040619684495,,,,,,,,97.5
011754,Summit Christian Academy,,private,,,,,,,,,,
011757,New Life Christian Academy,,private,,,,,,,,,,
011758,Stanhope Elmore High School,AL,public,Average,-0.1819660724878122,2.17,12.0,-0.21705302679021765,"Limited (few offered, low scores)",,,,87.0
011761,Chapman Christian Academy,,private,,,,,,,,,,
011791,St Lukes Episcopal Sch Upper,,private,Demanding,0.1983532866403092,2.87,11.0,1.0500562289493014,"Selective & effective (few offered, high scores)",,,,
011796,Arnold School,,private,,,,,,,,,,
011798,Ben C Rain High School,AL,public,Average,-0.2302625657481636,,,,,,,,87.0
011799,B C Morgan HS,,private,,,,,,,,,,
011802,Grace Tabernacle Baptist Sch,,private,,,,,,,,,,
011804,Charter Academy of Mobile,,private,,,,,,,,,,
011807,Cottage Hill Christian Academy,,private,,,,,,,,,,
011811,First Independent Methodist SC,,private,,,,,,,,,,
011818,Mobile Baptist HS,,private,,,,,,,,,,
011819,Living Word Chrstn Kingdom Ac,,private,,,,,,,,,,
011820,MCGILL-TOOLEN CATHOLIC HIGH SCHOOL,AL,private,Average,-0.0103384442716805,3.55,17.0,1.4153702082014292,"Selective & effective (few offered, high scores)",,,,
011821,Mobile Christian High School,,private,,,,,,,,,,
011827,Moffett Road Christian School,,private,,,,,,,,,,
011828,Royal Christian Academy,,private,,,,,,,,,,
011830,Murphy High School,AL,public,Average,-0.1137230432816613,1.9,21.0,-1.7753690809979104,Broad but underperforming,,,,91.0
011831,John L Leflore Magnet School,AL,public,Demanding,0.0420172525849858,,,,,,,,87.0
011833,Saint Pauls Episcopal School,,private,Demanding,0.2879962778336574,3.43,22.0,0.5986224861164663,Broad & high-performing,,,,
011835,Ums Wright Preparatory School,,private,Demanding,0.365509002696561,3.64,24.0,0.6931808018996579,Broad & high-performing,,,,
011836,Oak Park Christian School,,private,,,,,,,,,,
011838,Lillie B Williamson High School,AL,public,Average,-0.189703058747075,,,,,,,,77.0
011839,WP Davidson High School,AL,public,Demanding,0.3944443147657534,2.75,18.0,-0.015017111343196471,Broad but underperforming,,,,89.0
011841,Saint Johns School Of Tomorrow,,private,,,,,,,,,,
011843,Solid Rock Christian School,,private,,,,,,,,,,
011844,Rock School,,private,,,,,,,,,,
011846,Crossroads Christian School,,private,,,,,,,,,,
011848,Monroe Academy,,private,,,,,,,,,,
011850,Monroe County High School,AL,public,Demanding,0.1949839374099351,,,,,,,,95.0
011857,Glad Tidings Christian School,,private,,,,,,,,,,
011858,Montevallo High School,AL,public,Average,-0.1737333465475651,2.03,12.0,-0.44564231611736826,"Limited (few offered, low scores)",,,,97.5
011862,Three Rivers Academy,,private,,,,,,,,,,
011869,Alabama Christian Academy,,private,Average,-0.343146393462175,2.22,11.0,-0.0112511857838965,"Limited (few offered, low scores)",,,,
